,Id,Score,ViewCount,Body,Title,AnswerCount,CommentCount,AcceptedAnswerId,OwnerUserId,CreationDate,ClosedDate,label,length
93,2703647,-6,5407,I want to create web proxy . I googled it and even found some tutorial but those were in PHP. If somebody is having tutorial of web proxy creation in java then please post it here Or simply let me know what approach should i follow to create web proxy. [ i will be using Tomcat { if that matters for your answer } ] Thanks Edit i guess i was not clear in stating what i require. Actually i am trying to develop a site like ' http://proxyug.com /' .,How to create a web proxy?,3,0,2704082.0,94813.0,2010-04-24 07:46:48,2016-03-02 01:48:05,-1,448
94,2729986,-7,6130,"When I am running the application I can access the file.. When I am running the executable that is created, I cannot access the file.. Any suggestions? The error I am getting is : access to the path 'E:\Javascript.js' is denied.",access to the path is denied C#,4,8,2730016.0,85072.0,2010-04-28 13:48:09,2010-04-30 09:02:46,-1,228
95,2753540,-7,164,I have a string that contains unwanted numbers ( any number higher than  has_numeric  ) I want a php function to remove any number higher than  has_numeric . thnx :),I want a function to remove numbers higher than 5000 in a string,2,3,2753563.0,330818.0,2010-05-02 13:10:40,2012-01-20 08:51:19,-1,165
96,2780442,-6,527,I am running my java application. It shows up in the process tab of the task manager. I dont want users to kill that process? And if possible i dont want my process to be in the process list also. My application is a LAN administrator. I need to log client machines. If its possible for the user to kill my process there is no use in creating such an application.,How to create a process that cannot be killed?,3,9,2780468.0,322897.0,2010-05-06 10:47:58,,-1,363
97,2787600,-6,920,"I have been bothered for so long by the MySQL injections and was thinking of a way to eliminate this problem all together. I have came up with something below hope that many people will find this useful. The only Draw back I can think of this is the partial search: Jo =>returns ""John"" by using the like %% statement. Here is a php solution: has_codeblock I know, I know that you still could inject using has_codeblock or any other type of injections... but this I think could solve half of your problem so the right mysql query is executed. So my question is if anyone can find any draw backs on this then please feel free to comment here. PLEASE GIVE AN ANSWER only if you think that this is a very useful solution and no major drawbacks are found OR you think is a bad idea all together...",MySQL INJECTION Solution,4,7,2787748.0,240215.0,2010-05-07 09:45:32,,-1,792
98,2790428,-6,206,Pay attentions that there is a space in it. Which function can I use?,"How do I check whether a string begins with ""GET "" or ""POST "" in c?",4,1,2790447.0,198729.0,2010-05-07 17:31:35,,-1,69
99,2793222,-6,728,i am developing android application website address how can implemented validation example : www.yahoo.com please forward some solution,how can validate website address in android application,2,3,2793664.0,275791.0,2010-05-08 06:58:55,2012-08-21 11:48:34,-1,135
100,4,385,26265,"I want to use a track-bar to change a form's opacity. This is my code: has_codeblock When I try to build it, I get this error: Cannot implicitly convert type 'decimal' to 'double'. I tried making has_codeblock a has_codeblock , but then the control doesn't work. This code has worked fine for me in VB.NET in the past.",When setting a form's opacity should I use a decimal or double?,13,1,7.0,8.0,2008-07-31 21:42:52,,1,318
101,6,173,12787,"I have an absolutely positioned has_codeblock containing several children, one of which is a relatively positioned has_codeblock . When I use a percentage-based width on the child has_codeblock , it collapses to ' has_numeric ' width on IE7, but not on Firefox or Safari. If I use pixel width , it works. If the parent is relatively positioned, the percentage width on the child works. Is there something I'm missing here? Is there an easy fix for this besides the pixel-based width on the child? Is there an area of the has_codeblock specification that covers this?",Percentage width child element in absolutely positioned parent on IE7,5,0,31.0,9.0,2008-07-31 22:08:08,,1,566
102,9,1194,305072,"Given a has_codeblock representing a person's birthday, how do I calculate their age?",How do I calculate someone's age in C#?,54,5,1404.0,1.0,2008-07-31 23:40:59,,1,85
103,11,994,104400,"Given a specific has_codeblock value, how do I display relative time, like:  has_numeric  hours ago  has_numeric  days ago a month ago",How can relative time be calculated in C#?,33,11,1248.0,1.0,2008-07-31 23:55:37,,1,134
104,13,384,111349,Is there a standard way for a Web Server to determine what time zone offset a user is in? Perhaps from a has_codeblock header? Or part of the user-agent string?,Determining a web user's time zone,23,3,357.0,9.0,2008-08-01 00:42:38,,1,160
105,14,247,74181,What is the difference between has_codeblock and has_codeblock in .NET?,Difference between Math.Floor() and Math.Truncate(),8,1,,11.0,2008-08-01 00:59:11,,1,71
106,16,56,65032,"How do you expose a LINQ query as an ASMX web service? Usually, from the business tier, I can return a typed has_codeblock or has_codeblock which can be serialized for transport over ASMX . How can I do the same for a LINQ query? Is there a way to populate a typed has_codeblock or has_codeblock via a LINQ query?: has_codeblock How can I get the resultset of a LINQ query into a has_codeblock or has_codeblock ? Alternatively, is the LINQ query serializeable so that I can expose it as an ASMX web service?",Filling a DataSet or DataTable from a LINQ query result set,5,0,12446.0,2.0,2008-08-01 04:59:33,,1,507
107,17,85,37551,How do I store binary data in MySQL ?,Binary Data in MySQL,10,0,26.0,2.0,2008-08-01 05:09:55,,1,37
108,19,198,30930,"Solutions are welcome in any language. :-) I'm looking for the fastest way to obtain the value of π, as a personal challenge. More specifically I'm using ways that don't involve using has_codeblock d constants like has_codeblock , or hard-coding the number in. The program below tests the various ways I know of. The inline assembly version is, in theory, the fastest option, though clearly not portable; I've included it as a baseline to compare the other versions against. In my tests, with built-ins, the has_codeblock version is fastest on GCC  has_numeric . has_numeric , because it auto-folds the has_codeblock into a constant. With has_codeblock specified, the has_codeblock version is fastest. Here's the main testing program ( has_codeblock ): has_codeblock And the inline assembly stuff ( has_codeblock ), noting that it will only work for x86 and x64 systems: has_codeblock And a build script that builds all the configurations I'm testing ( has_codeblock ): has_codeblock Apart from testing between various compiler flags (I've compared  has_numeric -bit against  has_numeric -bit too, because the optimisations are different), I've also tried switching the order of the tests around. The has_codeblock version still comes out top every time, though.",What is the fastest way to get the value of π?,22,15,531.0,13.0,2008-08-01 05:21:22,,1,1262
109,24,69,33505,"If I have a trigger before the update on a table, how can I throw an error that prevents the update on that table?",Throw an error in a MySQL trigger,4,0,49.0,22.0,2008-08-01 12:12:19,,1,114
110,25,74,6244,"I've been having issues getting the C sockets API to work properly in C++. Specifically, although I am including has_codeblock , I still get compile time errors telling me that has_codeblock is not defined. Am I missing something obvious, or could this be related to the fact that I'm doing this coding on has_codeblock and my problems are much more complicated? Update : Upon further investigation, I discovered that there is an #ifdef that I'm hitting. Apparently has_codeblock isn't happy unless I define which ""type"" of sockets I'm using with: has_codeblock Now, I personally have no idea what this has_codeblock is actually for, so if any has_codeblock sockets programmers are out there (all  has_numeric  of you), perhaps you could give me a rundown of how this all works?",How to use the C socket API in C++ on z/OS,10,0,1443907.0,23.0,2008-08-01 12:13:50,,1,778
111,36,86,37016,"How can I monitor an SQL Server database for changes to a table without using triggers or modifying the structure of the database in any way? My preferred programming environment is .NET and C#. I'd like to be able to support any SQL Server  has_numeric  SP4 or newer. My application is a bolt-on data visualization for another company's product. Our customer base is in the thousands, so I don't want to have to put in requirements that we modify the third-party vendor's table at every installation. By ""changes to a table"" I mean changes to table data, not changes to table structure. Ultimately, I would like the change to trigger an event in my application, instead of having to check for changes at an interval. The best course of action given my requirements (no triggers or schema modification, SQL Server  has_numeric  and  has_numeric ) seems to be to use the BINARY_CHECKSUM function in T-SQL . The way I plan to implement is this: Every X seconds run the following query: has_codeblock and compare that against the stored value. If the value has changed, go through the table row by row using the query has_codeblock and compare the returned checksums against stored values.",Check for changes to an SQL Server table?,8,1,352.0,32.0,2008-08-01 12:35:56,,1,1186
112,42,182,22950,I am starting a new web application in PHP and this time around I want to create something that people can extend by using a plugin interface. How does one go about writing 'hooks' into their code so that plugins can attach to specific events?,Best way to allow plugins for a PHP application,8,0,77.0,37.0,2008-08-01 12:50:18,,1,243
113,48,167,157534,"Let's say you create a Wizard in an HTML form. One button goes back and one goes forward. Since the back button appears first in the markup, when you press Enter it will use that button to submit the form. Example: has_codeblock What I would like to do, is get to decide which button is used to submit the form when a user presses Enter. That way, when you press Enter the Wizard will move to the next page, not the previous. Do you have to use has_codeblock to do this?",Multiple submit buttons in an HTML form,19,0,31910.0,40.0,2008-08-01 13:01:17,,1,470
114,85,67,28114,"What are your best practices around creating flat file database structures in PHP? A lot of the more mature PHP flat file frameworks I see out there attempt to implement SQL-like query syntax, which is over the top for my purposes in most cases (I would just use a database at that point). Are there any elegant tricks out there to get good performance and features with the small code overhead one would want by taking on this problem in the first place?",Flat File Databases,13,0,154.0,59.0,2008-08-01 14:19:52,2015-10-22 13:43:51,1,455
115,88,63,31423,"So I find myself porting a game, that was originally written for the Win32 API, to Linux (well, porting the OS X port of the Win32 port to Linux). I have implemented has_codeblock by giving the uSeconds since the process start up: has_codeblock This, coupled with has_codeblock giving a constant  has_numeric  as the frequency, works well on my machine , giving me a  has_numeric  bit variable that contains has_codeblock since the program's start up. So is this portable? I don't want to discover it works differently if the kernel was compiled in a certain way or anything like that. I am fine with it being non-portable to something other than Linux, however.",Is gettimeofday() guaranteed to be of microsecond resolution?,10,0,98.0,61.0,2008-08-01 14:36:18,,1,662
116,90,137,52831,Are there any really good tutorials explaining branching and merging with Apache Subversion? All the better if it's specific to TortoiseSVN client.,Good branching and merging tutorials for TortoiseSVN?,3,0,,58.0,2008-08-01 14:41:24,2012-12-26 03:45:49,1,147
117,104,124,9415,"In .NET perspective: What is a Memory Leak ? How can you determine whether your application leaks? What are the effects? How can you prevent a memory leak? If your application has memory leak, does it go away when the process exits or is killed? Or do memory leaks in your application affect other processes on the system even after process completion? And what about unmanaged code accessed via COM Interop and/or P/Invoke? I have some answers for these questions myself, but they are incomplete. What do you think?","Anatomy of a ""Memory Leak""",15,0,112.0,39.0,2008-08-01 15:12:34,,1,516
118,123,64,53544,Is there an existing application or library in Java which will allow me to convert a has_codeblock data file to has_codeblock file? The has_codeblock tags would be provided through possibly the first row containing column headings.,Java lib or app to convert CSV to XML file?,16,2,183.0,78.0,2008-08-01 16:08:52,,1,231
119,126,51,7374,"What is the ""purist"" or ""correct"" way to access an object's properties from within an object method that is not a getter/setter method? I know that from outside of the object you should use a getter/setter, but from within would you just do: Java: has_codeblock PHP: has_codeblock or would you do: Java: has_codeblock PHP: has_codeblock Forgive me if my Java is a little off, it's been a year since I programmed in Java... EDIT: It seems people are assuming I am talking about private or protected variables/properties only. When I learned OO I was taught to use getters/setters for every single property even if it was public (and actually I was told never to make any variable/property public). So, I may be starting off from a false assumption from the get go. It appears that people answering this question are maybe saying that you should have public properties and that those don't need getters and setters, which goes against what I was taught, and what I was talking about, although maybe that needs to be discussed as well. That's probably a good topic for a different question though...",How would you access Object properties from within an object method?,18,0,127.0,58.0,2008-08-01 16:10:30,2012-05-08 18:11:27,1,1096
120,129,59,88621,"I've been banging my head against has_codeblock trying to get a lot of data out. I've been given a database with nearly  has_numeric  tables in it and I need to turn this into a MySQL database. My first call was to use bcp but unfortunately it doesn't produce valid CSV - strings aren't encapsulated, so you can't deal with any row that has a string with a comma in it (or whatever you use as a delimiter) and I would still have to hand write all of the create table statements, as obviously CSV doesn't tell you anything about the data types. What would be better is if there was some tool that could connect to both SQL Server and MySQL, then do a copy. You lose views, stored procedures, trigger, etc, but it isn't hard to copy a table that only uses base types from one DB to another... is it? Does anybody know of such a tool? I don't mind how many assumptions it makes or what simplifications occur, as long as it supports integer, float, datetime and string. I have to do a lot of pruning, normalising, etc. anyway so I don't care about keeping keys, relationships or anything like that, but I need the initial set of data in fast!",How to export data from SQL Server 2005 to MySQL,5,6,,48.0,2008-08-01 16:22:42,2012-07-03 14:30:16,1,1138
121,163,69,6978,"Stack Overflow has a subversion version number at the bottom: svn revision:  has_numeric  I want to use such automatic versioning with my has_codeblock , Windows Forms, WPD projects/solutions. How do I implement this?",How do I sync the SVN revision number with my ASP.NET web site?,7,3,170.0,83.0,2008-08-01 18:00:13,,1,217
122,173,236,59812,I've been wanting to get my databases under version control. Does anyone have any advice or recommended articles to get me started? I'll always want to have at least some data in there (as alumb mentions: user types and administrators). I'll also often want a large collection of generated test data for performance measurement.,How do I version my SQL Server database?,28,6,516.0,83.0,2008-08-01 18:33:08,,1,328
123,176,72,64151,"On one Linux Server running Apache and PHP  has_numeric , we got multiple Virtual Hosts with separate logfiles and everything. The only thing we cannot seem to separate between virtual hosts is the php has_codeblock . Overriding this setting in the has_codeblock of the has_codeblock does not seem to do anything. Did I overlook something? Is there a way to have separate php has_codeblock for each Virtual Host?",error_log per Virtual Host?,10,0,207.0,91.0,2008-08-01 18:37:40,,1,412
124,289,503,339028,"I often have to sort a dictionary, consisting of keys & values, by value. For example, I have a hash of words and respective frequencies, that I want to order by frequency. There is a has_codeblock which is good for a single value (say frequency), that I want to map it back to the word. SortedDictionary orders by key, not value. Some resort to a custom class , but is there a cleaner way?",How do you sort a dictionary by value?,19,0,298.0,109.0,2008-08-02 00:40:58,,1,390
125,308,83,19138,"I often run into the following problem. I work on some changes to a project that require new tables or columns in the database. I make the database modifications and continue my work. Usually, I remember to write down the changes so that they can be replicated on the live system. However, I don't always remember what I've changed and I don't always remember to write it down. So, I make a push to the live system and get a big, obvious error that there is no has_codeblock , ugh. Regardless of the fact that this may not be the best practice for this situation, is there a version control system for databases? I don't care about the specific database technology. I just want to know if one exists. If it happens to work with MS SQL Server, then great.",Is there a version control system for database structure changes?,25,1,360.0,106.0,2008-08-02 01:52:54,,1,754
126,328,125,60669,What are some guidelines for maintaining responsible session security with PHP? There's information all over the web and it's about time it all landed in one place!,PHP Session Security,13,0,7488.0,59.0,2008-08-02 02:41:34,,1,164
127,361,115,153299,"How would I go about generating a list of all possible permutations of a string between x and y characters in length, containing a variable list of characters. Any language would work, but it should be portable.",Generate list of all possible permutations of a string,33,0,362.0,115.0,2008-08-02 06:57:57,,1,211
128,371,334,75872,"This is a tricky one and I've always relied on techniques, such as permission-based emails (i.e. only sending to people you have permission to send to) and not using blatantly spamish terminology. Of late, some of the emails I send out programmatically have started being shuffled into people's spam folder automatically and I'm wondering what I can do about it. This is despite the fact that these particular emails are not ones that humans would mark as spam, specifically, they are emails that contain license keys that people have paid good money for, so I don't think they're going to consider them spam I figure this is a big topic in which I am essentially an ignorant simpleton.",How do you make sure email you send programmatically is not automatically marked as spam?,18,0,396.0,49.0,2008-08-02 08:19:18,,1,686
129,402,71,66346,"Note: this question is from  has_numeric  and now is of only historic interest. What's the best way to create an iPhone application that runs in landscape mode from the start, regardless of the position of the device? Both programmatically and using the Interface Builder.","iPhone app in landscape mode, 2008 systems",9,2,2530953.0,136.0,2008-08-02 10:47:08,,1,272
130,549,3721,388921,"Form-based authentication for websites We believe that Stack Overflow should not just be a resource for very specific technical questions, but also for general guidelines on how to solve variations on common problems. ""Form based authentication for websites"" should be a fine topic for such an experiment. It should include topics such as: How to log in How to remain logged in How to store passwords Using secret questions Forgotten username/password functionality OpenID ""Remember me"" checkbox Browser autocompletion of usernames and passwords Secret URLs (public URL protected by digest) Checking password strength E-mail validation and much more about form based authentication ... It should not include things like: roles and authorization HTTP basic authentication Please help us by Suggesting subtopics Submitting good articles about this subject Editing the official answer",The definitive guide to form-based website authentication,14,11,477578.0,136.0,2008-08-02 19:51:50,,1,881
131,564,136,125151,"I was just sitting at my local Borders sipping coffee and reading More Joel on Software (for free) when I came across Joel Spolsky saying something about a particular type of programmer knowing the difference between an int and an Integer in Java/C# (Object Oriented Programming Languages). After a quick 'brain check,' I realized, to my dismay, that I didn't know the answer.",What is the difference between an int and an Integer in Java and C#?,17,2,566.0,25.0,2008-08-02 21:47:34,,1,376
132,626,268,60545,"In Ruby  has_numeric . has_numeric , there are subtle differences between proc/lambda on the one hand, and has_codeblock on the other. What are those differences? Can you give guidelines on how to decide which one to choose? In Ruby  has_numeric . has_numeric , proc and lambda are different. What's the deal?","When to use lambda, when to use Proc.new?",14,2,723.0,136.0,2008-08-03 06:40:54,,1,309
133,650,73,41541,I would like the version property of my application to be incremented for each build but I'm not sure on how to enable this functionality in Visual Studio ( has_numeric / has_numeric ). I have tried to specify the AssemblyVersion as  has_numeric . has_numeric .* but it doesn't get me exactly what I want. I'm also using a settings file and in earlier attempts when the assembly version changed my settings got reset to the default since the application looked for the settings file in another directory. I would like to be able to display a version number in the form of  has_numeric . has_numeric . has_numeric  so when a user finds a problem I can log the version they are using as well as tell them to upgrade if they have an old release. A short explanation of how the versioning works would also be appreciated. When does the build and revision number get incremented?,Automatically update version number,6,1,655.0,143.0,2008-08-03 11:12:52,,1,874
134,752,357,213957,"One may not always know the Type of an object at compile-time, but may need to create an instance of the Type. How do you get a new object instance from a Type?",Get a new object instance from a Type,12,0,755.0,192.0,2008-08-03 16:29:03,,1,160
135,773,205,86900,"I haven't been able to find an understandable explanation of how to actually use Python's has_codeblock function. What I'm trying to do is this: Take a list - in this case, the children of an objectified has_codeblock element Divide it into groups based on some criteria Then later iterate over each of these groups separately. I've reviewed the documentation , and the examples , but I've had trouble trying to apply them beyond a simple list of numbers. So, how do I use of has_codeblock ? Is there another technique I should be using? Pointers to good ""prerequisite"" reading would also be appreciated.",How do I use Python's itertools.groupby()?,8,0,7286.0,207.0,2008-08-03 18:27:09,,1,604
136,845,76,32571,"Suppose I have the following CSS rule in my page: has_codeblock How can I detect which one of the defined fonts was used in the user's browser? Edit for people wondering why I want to do this: The font I'm detecting contains glyph's that are not available in other fonts and when the user does not have the font I want to display a link asking the user to download that font so they can use my web application with the correct font. Currently I am displaying the download font link for all users, I want to only display this for people who do not have the correct font installed.",How can I detect which font was used in a web page?,9,2,849.0,238.0,2008-08-03 21:42:37,,1,579
137,871,394,491060,"I've been using Subversion for a few years and after using SourceSafe , I just love Subversion. Combined with TortoiseSVN , I can't really imagine how it could be any better. Yet there's a growing number of developers claiming that Subversion has problems and that we should be moving to the new breed of distributed version control systems, such as Git . How does Git improve upon Subversion?",Why is Git better than Subversion?,30,11,875.0,203.0,2008-08-03 22:38:29,,1,393
138,879,100,66909,Are PHP variables passed by value or by reference?,Are PHP Variables passed by value or by reference?,12,1,885.0,58.0,2008-08-03 22:51:41,,1,50
139,888,381,272920,How do you debug PHP scripts? I am aware of basic debugging such as using the Error Reporting. The breakpoint debugging in PHPEclipse is also quite useful. What is the best (in terms of fast and easy) way to debug in phpStorm or any other IDE?,How do you debug PHP scripts?,29,14,890.0,131.0,2008-08-03 23:18:21,,1,243
140,935,70,138268,Attempting to insert an escape character into a table results in a warning. For example: has_codeblock Produces the warning: has_codeblock ( Using PSQL  has_numeric . has_numeric  ) Anyone know how to get around this?,String literals and escape characters in postgresql,6,0,938.0,246.0,2008-08-04 01:00:24,,1,217
141,972,324,89396,"I've read that it is possible to add a method to an existing object (e.g. not in the class definition) in Python , I think this is called Monkey Patching (or in some cases Duck Punching ). I understand that it's not always a good decision to do so. But, how might one do this? UPDATE  has_numeric / has_numeric / has_numeric   has_numeric : has_numeric : has_numeric  EST: That looks like a good answer John Downey, I tried it but it appears that it ends up being not a true method. Your example defines the new patch function with an argument of has_codeblock , but if you write actual code that way, the now patched class method asks for an argument named has_codeblock (it doesn't automagically recognize it as the object to which it is supposed to bind, which is what would happen if defined within the class definition), meaning you have to call has_codeblock instead of just has_codeblock if you want the same functionality as a true method. It looks like Python isn't really treating it as a method, but more just as a variable which happens to be a function (and as such is callable). Is there any way to attach an actual method to a class? Oh, and Ryan, that isn't exactly what I was looking for (it isn't a builtin functionality), but it is quite cool nonetheless.",Adding a Method to an Existing Object Instance,16,3,2982.0,145.0,2008-08-04 02:17:51,,1,1274
142,1005,190,41843,"Often while editing config files, I'll open one with vi and then when I go to save it realize that I didn't type has_codeblock Is there any way to give vi sudo privileges to save the file? I seem to recall seeing something about this while looking up some stuff about vi a while ago, but now I can't find it.",Getting root permissions on a file inside of vi?,11,1,37042.0,85.0,2008-08-04 03:34:02,,1,308
143,1108,932,349578,"Given that indexing is so important as your dataset increases in size, can someone explain how indexing works at a database agnostic level? For information on queries to index a field, check out http://stackoverflow.com/questions/ has_numeric /how-do-i-index-a-database-field",How does database indexing work?,5,0,1130.0,264.0,2008-08-04 10:07:12,,1,275
144,1276,182,93715,"At what point does a MySQL database start to lose performance? Does physical database size matter? Do number of records matter? Is any performance degradation linear or exponential? I have what I believe to be a large database, with roughly 15M records which take up almost 2GB. Based on these numbers, is there any incentive for me to clean the data out, or am I safe to allow it to continue scaling for a few more years?",How big can a MySQL database get before performance starts to degrade,10,0,1338.0,30.0,2008-08-04 14:31:11,,1,422
145,1304,189,130240,"Is there any way to check whether a file is locked without using a try/catch block? Right now, the only way I know of is to just open the file and catch any has_codeblock .",How to check for file lock?,12,3,1309.0,121.0,2008-08-04 14:56:57,,1,172
146,1383,156,21889,"I saw many questions asking 'how' to unit test in a specific language, but no question asking 'what', 'why', and 'when'. What is it? What does it do for me? Why should I use it? When should I use it (also when not)? What are some common pitfalls and misconceptions",What is unit testing?,19,4,1393.0,314.0,2008-08-04 16:27:39,,1,264
147,1384,67,14285,"What is the concensus on when to use one of these tools adversed to the other? I find Subsonic very useful in terms of getting things done quickly, but on large projects it tends not to scale, and its ties your domain model to your database model. That is where Nhibernate comes in as it gives you lightweight POCOs that are unrelated to your database model, but the setup time is much longer.",Subsonic Vs NHibernate,15,0,,230.0,2008-08-04 16:29:23,,1,393
148,1408,182,147030,"Is it possible to configure xampp to serve up a file outside of the has_codeblock directory? For instance, say I have a file located as follows: has_codeblock and my xampp files are normally served out from: has_codeblock (because that's the default configuration) Is there some way to make Apache recognize and serve up my has_codeblock file without moving it under has_codeblock ? Preferably I'd like Apache to serve up/have access to the entire contents of the projects directory, and I don't want to move the projects directory under has_codeblock . edit: edited to add Apache to the question title to make Q/A more ""searchable""",Make XAMPP/Apache serve file outside of htdocs,6,3,1421.0,58.0,2008-08-04 16:54:49,2013-07-18 15:23:17,1,632
149,1457,143,66369,"I'm writing an AJAX app, but as the user moves through the app, I'd like the URL in the address bar to update despite the lack of page reloads. Basically, I'd like for them to be able to bookmark at any point and thereby return to the current state. How are people handling maintaining RESTfulness in AJAX apps?",Modify Address Bar URL in AJAX App to Match Current State,8,4,1468.0,331.0,2008-08-04 17:53:32,,1,311
150,1476,228,103230,"How do you express an integer as a binary number with Python literals? I was easily able to find the answer for hex: has_codeblock and, octal: has_codeblock How do you use literals to express binary in Python? Summary of Answers Python  has_numeric . has_numeric  and earlier: can express binary using has_codeblock but not with a literal. Python  has_numeric . has_numeric  and earlier: there is no way to express binary literals. Python  has_numeric . has_numeric  beta: You can do like so: has_codeblock or has_codeblock . Python  has_numeric . has_numeric  beta: will also allow has_codeblock or has_codeblock (second character is the letter O) to represent an octal. Python  has_numeric . has_numeric  beta: Same as  has_numeric . has_numeric , but will no longer allow the older has_codeblock syntax for octals.",How do you express binary literals in Python?,4,4,13107.0,92.0,2008-08-04 18:20:36,,1,817
151,1576,107,6277,"We've finally moved our websites to a decent host , and for the first time we have shell access. I know very little about using Linux. I can navigate through the file system, read files with Vim and I'm aware of the man command, and I have been able to work out solutions to problems as they show up (eventually), but I know I'm unaware of a lot. We currently only use the host to hold our live sites, I'm sure that we use it more effectively, but I'm not sure where to start. So with web development in mind: What are the essential commands that every Linux user should know about? What are the most useful commands that I should look into?",What should a longtime Windows user know when starting to use Linux?,35,0,1577.0,117.0,2008-08-04 20:54:29,2014-07-06 15:07:31,1,641
152,1598,61,44852,I'm not sure what the correct size should be. Many sites seem to repeat that the apple-touch-icon should be 57x57 pixels but cite a broken link as their source. Hanselman 's and playgroundblues 's comments suggest different sizes including 163x163 and 60x60. Apple's own apple.com icon is 129x129! See my related question: How do I give my web sites an icon for iPhone?,What are the correct pixel dimensions for an apple-touch-icon?,11,3,3490980.0,83.0,2008-08-04 21:17:51,,1,369
153,1607,101,27810,"What are the best methods for tracking and/or automating DB schema changes? Our team uses Subversion for version control and we've been able to automate some of our tasks this way (pushing builds up to a staging server, deploying tested code to a production server) but we're still doing database updates manually. I would like to find or create a solution that allows us to work efficiently across servers with different environments while continuing to use Subversion as a backend through which code and DB updates are pushed around to various servers. Many popular software packages include auto-update scripts which detect DB version and apply the necessary changes. Is this the best way to do this even on a larger scale (across multiple projects and sometimes multiple environments and languages)? If so, is there any existing code out there that simplifies the process or is it best just to roll our own solution? Has anyone implemented something similar before and integrated it into Subversion post-commit hooks, or is this a bad idea? While a solution that supports multiple platforms would be preferable, we definitely need to support the Linux/Apache/MySQL/PHP stack as the majority of our work is on that platform.",Mechanisms for tracking DB schema changes,20,0,1666.0,72.0,2008-08-04 21:31:40,2012-05-03 12:25:33,1,1227
154,1610,53,40044,"If I'm adding a column to a table in Microsoft SQL Server, can I control where the column is displayed logically in queries? I don't want to mess with the physical layout of columns on disk, but I would like to logically group columns together when possible so that tools like SQL Server Management Studio list the contents of the table in a convenient way. I know that I can do this through SQL Management Studio by going into their ""design"" mode for tables and dragging the order of columns around, but I'd like to be able to do it in raw SQL so that I can perform the ordering scripted from the command line.",Can I logically reorder columns in a table?,6,5,1621.0,328.0,2008-08-04 21:37:31,,1,611
155,1644,529,105798,"Yes, Podcasts, those nice little Audiobooks I can listen to on the way to work. With the current amount of Podcasts, it's like searching a needle in a haystack, except that the haystack happens to be the Internet and is filled with too many of these ""Hot new Gadgets"" stuff :( Now, even though I am mainly a .NET developer nowadays, maybe anyone knows some good Podcasts from people regarding the whole software lifecycle? Unit Testing, Continous Integration, Documentation, Deployment... So - what are you guys and gals listening to? Please note that the categorizations are somewhat subjective and may not be  has_numeric % accurate as many podcasts cover several areas. Categorization is made against what is considered the ""main"" area. General Software Engineering / Productivity Stack Overflow (inactive, but still a good listen) TekPub (Requires Paid Subscription) Software Engineering Radio  has_numeric  Folders Perspectives Dr. Dobb's (now a video feed) The Pragmatic Podcast (Inactive) IT Matters Agile Toolkit Podcast The Stack Trace (Inactive) Parleys Techzing The Startup Success Podcast Berkeley CS class lectures FLOSS Weekly This Developer's Life .NET / Visual Studio / Microsoft Herding Code Hanselminutes .NET Rocks! Deep Fried Bytes Alt.Net Podcast (inactive) Polymorphic Podcast (inconsistent) Sparkling Client (The Silverlight Podcast) dnrTV! Spaghetti Code ASP.NET Podcast Channel  has_numeric  Radio TFS PowerScripting Podcast The Thirsty Developer Elegant Code (inactive) ConnectedShow Crafty Coders Coding QA jQuery yayQuery The official jQuery podcast Java / Groovy The Java Posse Grails Podcast Java Technology Insider Basement Coders Ruby / Rails Railscasts Rails Envy The Ruby on Rails Podcast Rubiverse Ruby5 Web Design / JavaScript / Ajax WebDevRadio Boagworld The Rissington podcast Ajaxian YUI Theater Unix / Linux / Mac / iPhone Mac Developer Network Hacker Public Radio Linux Outlaws Mac OS Ken LugRadio Linux radio show (Inactive) The Linux Action Show! Linux Kernel Mailing List (LKML) Summary Podcast Stanford's iPhone programming class Advanced iPhone Development Course - Madison Area Technical College WWDC  has_numeric  Session Videos (requires Apple Developer registration) System Administration, Security or Infrastructure RunAs Radio Security Now! Crypto-Gram Security Podcast Hak5 VMWare VMTN Windows Weekly PaulDotCom Security The Register - Semi-Coherent Computing FeatherCast General Tech / Business Tekzilla This Week in Tech The Guardian Tech Weekly PCMag Radio Podcast (Inactive) Entrepreneurship Corner Manager Tools Other / Misc. / Podcast Networks IT Conversations Retrobits Podcast No Agenda Netcast Cranky Geeks The Command Line Freelance Radio IBM developerWorks The Register - Open Season Drunk and Retired Technometria Sod This Radio4Nerds Hacker Medley",What good technology podcasts are out there?,97,12,,91.0,2008-08-04 22:17:08,,1,2813
156,1669,703,222772,"Preferred languages : C/C++, Java, and Ruby. I am looking for some helpful books/tutorials on how to write your own compiler simply for educational purposes. I am most familiar with C/C++, Java, and Ruby, so I prefer resources that involve one of those three, but any good resource is acceptable.",Learning to write a compiler,40,4,1672.0,340.0,2008-08-04 22:46:36,2014-06-26 12:41:32,1,296
157,1711,1440,802915,"If you could go back in time and tell yourself to read a specific book at the beginning of your career as a developer, which book would it be? I expect this list to be varied and to cover a wide range of things. To search: Use the search box in the upper-right corner. To search the answers of the current question, use has_codeblock . For example: has_codeblock",What is the single most influential book every programmer should read?,214,33,,303.0,2008-08-04 23:50:22,2012-01-11 13:32:24,1,362
